DWA_ID,DWA_Title,Votes_Array,Status,Final_Sequence_JSON
4.A.1.b.2.I05.D06,Monitor cargo area conditions.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Power on the monitoring system (tablet, onboard computer, etc.) and access the cargo area monitoring application."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring the system is operational and connected.""}, {""step_order"": 2, ""action_description"": ""Navigate to the real-time sensor data dashboard within the application."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Intuitive interface design for quick access to critical data.""}, {""step_order"": 3, ""action_description"": ""Observe and record the current temperature, humidity, and other relevant sensor readings."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Clear visualization and interpretation of sensor data.""}, {""step_order"": 4, ""action_description"": ""Compare the current readings against the predefined acceptable ranges for the specific cargo."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accessible and accurate cargo-specific parameter database.""}, {""step_order"": 5, ""action_description"": ""If conditions are outside acceptable ranges, initiate corrective actions (adjusting refrigeration, securing cargo, etc.)"", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Clear protocols and controls for immediate corrective actions.""}, {""step_order"": 6, ""action_description"": ""Monitor sensor data in real-time to verify that corrective actions have brought conditions within acceptable ranges."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Real-time feedback loop for immediate verification of adjustments.""}, {""step_order"": 7, ""action_description"": ""Document the monitoring process, including timestamps, sensor readings, any adjustments made, and observations."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Efficient and standardized logging system for record-keeping.""}]"
4.A.3.a.2.I09.D12,Adjust equipment controls to regulate coolant flow.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Locate the coolant control panel on the machine."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Panel location may vary between machine models.""}, {""step_order"": 2, ""action_description"": ""Review the current coolant flow rate displayed on the panel."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring accurate reading of the display.""}, {""step_order"": 3, ""action_description"": ""Determine the target coolant flow rate based on machine specifications or operational requirements."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accessing and understanding relevant documentation.""}, {""step_order"": 4, ""action_description"": ""Identify the control knob or button for coolant flow adjustment."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Controls may not be clearly labeled.""}, {""step_order"": 5, ""action_description"": ""Adjust the control knob or button to achieve the target flow rate."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Making precise adjustments to avoid overshooting.""}, {""step_order"": 6, ""action_description"": ""Monitor the coolant flow rate display to confirm the adjustment."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Recognizing when the target flow rate is reached.""}]"
4.A.2.b.4.I03.D04,Develop business or financial information systems.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Meet with stakeholders to understand their business needs, pain points, and desired functionalities for the financial information system."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Eliciting clear and comprehensive requirements from diverse stakeholders.""}, {""step_order"": 2, ""action_description"": ""Analyze existing financial data sources and processes within the organization to identify data structures, potential integration points, and areas for improvement."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring data accuracy and completeness for system design.""}, {""step_order"": 3, ""action_description"": ""Design the architecture of the financial information system, including data flow diagrams, user interface mockups, and security protocols."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing user needs with technical feasibility and scalability.""}, {""step_order"": 4, ""action_description"": ""Develop and implement the core software components of the system, including data extraction, processing, reporting functionalities, and user interfaces."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Writing efficient and maintainable code while adhering to best practices.""}, {""step_order"": 5, ""action_description"": ""Conduct thorough testing of the system, including unit testing, integration testing, and user acceptance testing, to ensure functionality, accuracy, and usability."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Developing comprehensive test cases and identifying potential bugs.""}, {""step_order"": 6, ""action_description"": ""Deploy the system into the production environment, ensuring seamless integration with existing systems and providing user training and documentation."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Minimizing disruption during deployment and ensuring smooth user adoption.""}, {""step_order"": 7, ""action_description"": ""Monitor system performance, gather user feedback, and provide ongoing maintenance and support to address issues and optimize functionality."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Proactively identifying and resolving issues to ensure system reliability.""}]"
4.A.2.b.1.I04.D13,Determine technical requirements of productions or projects.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Meet with the client to discuss their vision, goals, and desired functionalities for the project."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring clear and comprehensive understanding of client needs.""}, {""step_order"": 2, ""action_description"": ""Analyze the project scope, identifying key features, technical challenges, and dependencies."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately assessing technical feasibility and potential risks.""}, {""step_order"": 3, ""action_description"": ""Research industry best practices, relevant technologies, and potential solutions for identified challenges."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Staying up-to-date with technological advancements and selecting appropriate solutions.""}, {""step_order"": 4, ""action_description"": ""Collaborate with team members (developers, designers, etc.) to gather input and expertise on specific technical aspects."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Facilitating effective communication and knowledge sharing within the team.""}, {""step_order"": 5, ""action_description"": ""Draft a comprehensive technical requirements document outlining functionalities, data models, technology stack, and implementation plan."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Structuring information clearly and concisely for easy understanding.""}, {""step_order"": 6, ""action_description"": ""Review the technical requirements document with the client, addressing questions, concerns, and incorporating feedback."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Managing client expectations and ensuring alignment on technical specifications.""}, {""step_order"": 7, ""action_description"": ""Finalize the technical requirements document, ensuring all stakeholders have access to the latest version."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining version control and ensuring document accuracy.""}]"
4.A.4.a.2.I09.D05,Collaborate with others to determine technical details of productions.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Review existing project documentation and requirements."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring all team members have a shared understanding of the project scope and goals.""}, {""step_order"": 2, ""action_description"": ""Each team member individually drafts preliminary technical specifications."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing individual expertise with the need for a cohesive and integrated solution.""}, {""step_order"": 3, ""action_description"": ""The team convenes for a structured discussion to present, compare, and debate proposed specifications."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Facilitating open and constructive dialogue while managing potential conflicts or differing opinions.""}, {""step_order"": 4, ""action_description"": ""Utilize visual aids (whiteboard, shared digital workspace) to collaboratively refine and compare design options."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Selecting the most appropriate visualization tools and techniques to effectively communicate complex technical concepts.""}, {""step_order"": 5, ""action_description"": ""Consult relevant industry standards, safety regulations, and best practices to ensure compliance."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Staying up-to-date on evolving regulations and best practices within the relevant industry.""}, {""step_order"": 6, ""action_description"": ""Document the finalized technical specifications in a shared project plan."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Creating a clear, concise, and comprehensive document that accurately reflects the team's decisions.""}, {""step_order"": 7, ""action_description"": ""The team reviews the documented specifications for accuracy and completeness."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring all team members understand and agree upon the final specifications.""}]"
4.A.4.a.8.I03.D02,Respond to customer inquiries.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Answer the incoming call and greet the customer professionally."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring a warm and welcoming tone to build rapport.""}, {""step_order"": 2, ""action_description"": ""Listen attentively to the customer's description of their issue, asking clarifying questions to ensure full understanding."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Active listening and paraphrasing to demonstrate empathy and comprehension.""}, {""step_order"": 3, ""action_description"": ""Verify the customer's identity and access their account information in the company's database."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Balancing security protocols with a smooth customer experience.""}, {""step_order"": 4, ""action_description"": ""Review the customer's order history and any relevant records to understand the context of their inquiry."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Quickly identifying key information and potential solutions within the data.""}, {""step_order"": 5, ""action_description"": ""Explain the identified issue and the proposed solution to the customer in clear, concise language."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Communicating technical information in a way that is easy for the customer to understand.""}, {""step_order"": 6, ""action_description"": ""Execute the necessary actions to resolve the customer's issue, such as processing a return or providing relevant information."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Efficiently navigating systems and completing tasks while maintaining customer focus.""}, {""step_order"": 7, ""action_description"": ""Confirm with the customer that their issue is resolved and they are satisfied with the outcome."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Gauging customer satisfaction and addressing any remaining concerns.""}, {""step_order"": 8, ""action_description"": ""Thank the customer for calling and end the call politely."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Leaving a positive final impression.""}]"
4.A.3.a.2.I08.D03,"Prepare materials for preservation, storage, or display.","['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Retrieve the artifact from its current storage location and transport it to the preparation area."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring safe handling and transport to avoid damage.""}, {""step_order"": 2, ""action_description"": ""Inspect the artifact for any visible damage, dirt, or deterioration, documenting its condition."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate assessment and detailed documentation.""}, {""step_order"": 3, ""action_description"": ""Select appropriate cleaning tools and materials based on the artifact's material and condition."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Material compatibility and preservation best practices.""}, {""step_order"": 4, ""action_description"": ""Clean the artifact using the chosen tools and techniques, removing dust, debris, or surface contaminants."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Gentle and precise cleaning to avoid damage.""}, {""step_order"": 5, ""action_description"": ""If necessary, apply appropriate conservation treatments (e.g., stabilization, consolidation) to address any damage or deterioration."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Specialized knowledge and techniques for specific conservation needs.""}, {""step_order"": 6, ""action_description"": ""Allow the artifact to dry completely in a controlled environment if required."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Monitoring and ensuring proper drying conditions.""}, {""step_order"": 7, ""action_description"": ""Select appropriate storage containers and materials (e.g., acid-free paper, foam inserts) to protect the artifact."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Choosing materials that are inert and non-damaging.""}, {""step_order"": 8, ""action_description"": ""Pack the artifact securely into the selected storage containers, using padding and supports as needed."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Preventing movement and potential damage during storage.""}, {""step_order"": 9, ""action_description"": ""Label the storage containers with relevant information (e.g., inventory number, condition, date of treatment)."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate and comprehensive labeling for future reference.""}, {""step_order"": 10, ""action_description"": ""Store the packed artifact in a designated area with controlled environmental conditions (temperature, humidity, light)."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining optimal storage conditions for long-term preservation.""}]"
4.A.4.a.2.I06.D04,Share sales-related or market information with colleagues.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Review sales reports, market analysis, and customer feedback to identify key trends and insights."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Efficiently extracting relevant information from potentially large datasets.""}, {""step_order"": 2, ""action_description"": ""Structure the key findings and analysis into a concise and organized presentation format."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Presenting complex information in a clear and understandable manner.""}, {""step_order"": 3, ""action_description"": ""Prepare visual aids, such as charts, graphs, or slides, to support the presentation."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Selecting appropriate visuals that effectively communicate the data.""}, {""step_order"": 4, ""action_description"": ""Schedule a meeting with the relevant colleagues and communicate the meeting's purpose."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring all necessary participants are available and informed.""}, {""step_order"": 5, ""action_description"": ""Deliver the presentation, highlighting key trends, insights, and their implications for the sales team."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Engaging the audience and facilitating understanding.""}, {""step_order"": 6, ""action_description"": ""Facilitate discussion, answer questions, and encourage team input on the presented information."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Creating an inclusive and productive discussion environment.""}, {""step_order"": 7, ""action_description"": ""Summarize key takeaways and next steps based on the discussion."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Synthesizing diverse perspectives and outlining a clear path forward.""}]"
4.A.2.a.2.I01.D10,Verify mathematical calculations.,"['C', 'A', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Open the document containing the mathematical calculations."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring the correct document is selected.""}, {""step_order"": 2, ""action_description"": ""Identify the specific calculations to be verified based on the task requirements."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Clearly understanding the scope of the verification.""}, {""step_order"": 3, ""action_description"": ""Review the formulas and input values used in the calculations."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately interpreting complex formulas and data.""}, {""step_order"": 4, ""action_description"": ""Recompute the calculations manually or using a separate tool."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive/Physical"", ""key_challenge"": ""Performing accurate calculations and avoiding errors.""}, {""step_order"": 5, ""action_description"": ""Compare the recomputed results with the original calculations."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Identifying even small discrepancies between the results.""}, {""step_order"": 6, ""action_description"": ""Document any discrepancies or errors found, along with the original and recomputed values."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive/Physical"", ""key_challenge"": ""Providing clear and concise documentation for future reference.""}]"
4.A.3.a.2.I38.D04,Collect geological samples.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Review the geological map and research notes to identify potential sampling locations and plan the most efficient route."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing scientific goals with logistical constraints.""}, {""step_order"": 2, ""action_description"": ""Navigate to the first planned sampling location using a GPS device."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Accurately interpreting GPS data in potentially challenging terrain.""}, {""step_order"": 3, ""action_description"": ""Inspect the area to identify a suitable rock formation for sampling based on visual inspection and geological knowledge."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Recognizing relevant geological features and making informed sampling decisions.""}, {""step_order"": 4, ""action_description"": ""Use a geological hammer to carefully extract a rock sample, ensuring it's representative and minimizes damage to the surrounding area."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Applying appropriate force and technique for clean extraction.""}, {""step_order"": 5, ""action_description"": ""Place the extracted rock sample into a labeled sample bag, ensuring it is properly sealed to prevent contamination or loss."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining sample integrity and accurate labeling.""}, {""step_order"": 6, ""action_description"": ""Record the sample's location, date, rock type, and any other relevant observations in a field notebook."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Meticulous documentation for future reference and analysis.""}, {""step_order"": 7, ""action_description"": ""Repeat steps 2-6 for the remaining planned sampling locations."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining consistency and efficiency throughout the sampling process.""}, {""step_order"": 8, ""action_description"": ""Return to the base camp or vehicle, carefully storing the collected samples in a secure container."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Safe transportation of samples to prevent damage or loss.""}]"
4.A.3.b.1.I04.D03,Resolve computer software problems.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Receive a call or support request from a user describing a software problem."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Clearly understanding the user's issue and technical context.""}, {""step_order"": 2, ""action_description"": ""Establish a remote connection to the user's computer (if necessary)."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Securely accessing the user's system while respecting privacy.""}, {""step_order"": 3, ""action_description"": ""Reproduce the problem by following the user's steps or reviewing logs."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately identifying the root cause of the software issue.""}, {""step_order"": 4, ""action_description"": ""Diagnose the issue by analyzing error messages, system configurations, or relevant documentation."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Interpreting technical information and identifying potential solutions.""}, {""step_order"": 5, ""action_description"": ""Implement a solution, such as applying a patch, configuring settings, or providing instructions to the user."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical/Cognitive"", ""key_challenge"": ""Selecting the most effective solution and executing it correctly.""}, {""step_order"": 6, ""action_description"": ""Verify the solution by testing the software and confirming the issue is resolved."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring the fix is complete and doesn't introduce new problems.""}, {""step_order"": 7, ""action_description"": ""Document the issue, solution, and any relevant details for future reference."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Creating clear and concise documentation for knowledge sharing.""}, {""step_order"": 8, ""action_description"": ""Communicate the resolution to the user and answer any remaining questions."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Explaining technical concepts in a user-friendly manner.""}]"
4.A.4.a.1.I01.D02,Explain use of products or services.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Greet the customer and inquire about their needs or the specific product they'd like to learn about."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Establishing rapport and understanding the customer's context.""}, {""step_order"": 2, ""action_description"": ""Actively listen to the customer, asking clarifying questions to ensure a deep understanding of their requirements and expectations."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Active listening and effective questioning techniques.""}, {""step_order"": 3, ""action_description"": ""Highlight relevant features and benefits of the product, directly addressing the customer's expressed needs and preferences."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Tailoring the explanation to the individual customer.""}, {""step_order"": 4, ""action_description"": ""Provide a demonstration of key product features, allowing the customer to experience its functionality firsthand."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Selecting the most impactful features to demonstrate.""}, {""step_order"": 5, ""action_description"": ""Explain the benefits of each demonstrated feature in a clear and concise manner, emphasizing its value to the customer."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Communicating value proposition effectively.""}, {""step_order"": 6, ""action_description"": ""Address any questions or concerns the customer may have, providing thorough and accurate information."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Patience and empathy in addressing customer queries.""}, {""step_order"": 7, ""action_description"": ""Summarize the key features and benefits discussed, reinforcing the product's value proposition."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Concise and memorable summary.""}, {""step_order"": 8, ""action_description"": ""Thank the customer for their time and offer further assistance if needed, ensuring a positive concluding experience."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Leaving a lasting positive impression.""}]"
4.A.3.a.2.I02.D02,Collect samples of raw materials or finished products.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Review the production schedule and quality control checklist to determine required raw materials and finished products for sampling."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring accuracy and completeness of information from multiple sources.""}, {""step_order"": 2, ""action_description"": ""Don appropriate personal protective equipment (PPE) including gloves, safety glasses, and a lab coat."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Selecting the correct PPE for the specific materials being handled.""}, {""step_order"": 3, ""action_description"": ""Navigate to the location of the designated raw materials."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Efficiently navigating the factory environment while adhering to safety protocols.""}, {""step_order"": 4, ""action_description"": ""Visually inspect the raw materials, confirming their type and identifying any visible defects or inconsistencies."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately identifying potential issues and making objective assessments.""}, {""step_order"": 5, ""action_description"": ""Collect a representative sample of the raw material using the appropriate sampling tool and technique."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring the sample is representative and avoiding contamination.""}, {""step_order"": 6, ""action_description"": ""Repeat steps 3-5 for the designated finished products."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical/Cognitive"", ""key_challenge"": ""Adapting sampling techniques to different product types.""}, {""step_order"": 7, ""action_description"": ""Place each collected sample into a clean, labeled container, recording relevant details (batch number, location, date)."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical/Cognitive"", ""key_challenge"": ""Maintaining accurate labeling and documentation for traceability.""}, {""step_order"": 8, ""action_description"": ""Transport the sample containers to the quality control laboratory, adhering to safety protocols."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Safe and secure transportation of potentially hazardous materials.""}, {""step_order"": 9, ""action_description"": ""Deliver the samples to the quality control lab technician, confirming receipt and logging the delivery in the quality control system."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive/Physical"", ""key_challenge"": ""Ensuring clear communication and accurate record-keeping.""}]"
